dominio,scraped_at,id,nombre,foto,estado,urgente,caso_especial,clase,desde,sexo,edad,nacimiento,raza,tamano,peso,chip,situacion,localidad,salud,descripcion
asokaelgrande.org,2018-04-15 21:26:43.287114,4116,Poti,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,NO,NO,perros,1-12-2012,Macho,11 años y 3 meses,1/2007,Mestizo,Pequeño,NA,NA,NA,Fabraquer,NA,Telefono de contacto 674660355
asokaelgrande.org,2018-04-15 21:26:43.299329,4118,Perdida en La Florida,imas/animales/_4118/a_41181354666356.jpg,perdido,SI,NO,Gato,3-12-2012,Hembra,5 años y 4 meses,12/2012,Común,Mediano,NA,NA,NA,Alicante,NA,Se ha perdido por la c/Águila en la Florida.
asokaelgrande.org,2018-04-15 21:26:43.313595,4120,Vermeer,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,NO,NO,perros,5-12-2012,Macho,15 años y 3 meses,1/2003,Cocker Spaniel Americano,Pequeño,NA,NA,NA,Algoda-Matola (Elche),NA,"Vermeer se perdió el pasado miércoles 5 de diciembre por la tarde, se escapó alrededor de las 16:30. Es un Cocker Spaniel Americano, de 9 años (en enero cumplirá los 10), blanco y negro y tiene microchip. Se perdió por la zona de Algoda-Matola (Elche), ahora tiene el pelo más largo que en las fotos."
asokaelgrande.org,2018-04-15 21:26:43.326944,8020,Tina,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,11-3-2010,Hembra,9 años y 6 meses,9/2008,Común europeo,Mediano,NA,NA,NA,Alicante (Alicante),Rinotraqueitis felina. Desparasitada. Negativa Leucemia. Negativa VIF. Esterilizada.,"Tina era una de nuestras salvajitas asustadizas del ser humano que vivía en Villa Tortuga, pero la continua presencia de los voluntarios en el recinto, la paciencia, las palabras bonitas, las caricias, los juegos, y los ricos patés han dado su fruto. Ahora Tina, después de haber pasado un tiempo en cuarentenas para recuperarse de su congestión, se encuentra en la casa de acogida de uno de nuestros increíbles voluntarios, donde está aprendiendo a disfrutar de la calidez de un hogar. Su papá de acogida nos cuenta que cada día se muestra menos tímida, más afectuosa y que le encanta dormitar en el sofá. Nosotros estamos muy felices de que Tina por fin viva en una casa, pero todavía lo seríamos más si encontrásemos para ella una familia definitiva que la cuide y la quiera como se merece. Anímate a conocerla y a ofrecerle tu corazón, ella nunca te defraudará."
asokaelgrande.org,2018-04-15 21:26:43.339748,3079,Sheyla,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,10-11-2011,Hembra,6 años y 11 meses,5/2011,Común,Mediano,NA,NA,NA,Alicante (Alicante),Buena. Desparasitada. Esterilizada. Negativa Leucemia. Negativa VIF. Vacunada,"Sheila y Sombra son dos hermanas muy guapas recogidas de Altea. Recién llegadas estaban un poco asustadas (sobre todo Sombra), aunque Sheila se ha transformado poco a poco en una gata muy sociable y cariñosa, que ronronea en cuanto le haces algún mimo, y hace como de hermana mayor protectora con su hermana Sombra, con la que juega y junto a quien duerme. Disfrutan desde enero 2012 de una casa de acogida donde comparten hogar con otras gatas y dos galgas, y con todas ellas se llevan bien."
asokaelgrande.org,2018-04-15 21:26:43.354339,3080,Sombra,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,10-11-2011,Hembra,6 años y 11 meses,5/2011,Común,Mediano,NA,NA,NA,Alicante,Buena. Desparasitada. Esterilizada. Negativa Leucemia. Negativa VIF. Vacunada,"Sheila y Sombra son dos hermanas muy guapas recogidas de Altea. Recién llegadas estaban un poco asustadas y Sombra es la que más le está costando perder su timidez y su miedo a los humanos, y todavía le cuesta confiar en nosotros. Da mucha pena, porque es muy guapa y es una gata buena en realidad, y en cuanto dejamos de observarla o estar muy cerca de ella, se pone a jugar con su hermana o con los juguetitos que le ofrecemos..ojalá cambie de idea sobre nosotros pronto, porque seguro que encontraríamos enseguida adoptante para ella... Desde enero 2012 disfruta junto a su hermana de una casa de acogida y con las otras gatas y perras de la casa se lleva bien, así que vencer su timidez con las personas es cuestión de paciencia y tiempo...¿quién se lo dedicaría, tal vez tú?"
asokaelgrande.org,2018-04-15 21:26:43.368670,3280,Nefi,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,22-10-2011,Hembra,6 años y 8 meses,8/2011,Común,Mediano,NA,NA,NA,Alicante,Buena. Desparasitada. Vacunada. Esterilizada. Test negativos en en leucemia e inmunodeficiencia felina.,Nefi fue encontrada vagabundeando y maullando desesperada en una acera frente a un bar; parecía que reclamaba a su madre y que había tenido contacto con humanos.
adamprotectora.org,2018-04-15 21:26:43.435654,759,Dala,http://adamprotectora.org/_mibambu/_adam/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,6-11-2014,Hembra,3 años y 5 meses,11/2014,Mezcla Bretón-Labrador,Mediano,NA,Si,NA,Arbúcies (Girona),NA,"DALA, PERDIDA EN ARBUCIES"
adamprotectora.org,2018-04-15 21:26:43.447100,761,Crua,imas/animales/_761/a_7611416240322.jpg,recuperado,NO,NO,Perro,17-11-2014,Hembra,3 años y 11 meses,4/2014,X American Stafford,Mediano,NA,No,NA,El Masnou (Barcelona),NA,PERDIDA EN EL PUERTO DE MASNOU
adamprotectora.org,2018-04-15 21:26:43.458392,763,Canela,http://adamprotectora.org/_mibambu/_adam/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,21-11-2014,Hembra,3 años y 4 meses,11/2014,Tipo pastor,Pequeño,NA,NA,NA,Sant Adrià de Besós (Barcelona),NA,PERDIDA EN SANT ADRIA DE BESOS
adamprotectora.org,2018-04-15 21:26:43.469414,767,Pastor Alemán,http://adamprotectora.org/_mibambu/_adam/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,2-12-2014,Hembra,3 años y 4 meses,12/2014,Pastor Alemán,Grande,NA,Si,NA,Palma de Cervelló (Barcelona),NA,ENCONTRADA PASTOR ALEMÁN
adamprotectora.org,2018-04-15 21:26:43.480353,768,Payu,imas/animales/_768/a_7681418129161.jpg,perdido,NO,NO,Perro,9-12-2014,Macho,NA,NA,x Pastor,Grande,NA,Si,NA,Rabos (Girona),NA,PERDIDO EN GIRONA
adoptamics.org,2018-04-15 21:26:43.500819,538,Flora,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,24-5-2011,Hembra,8 años y 4 meses,12/2009,Posible cruce de Carlino y Chihuahua,Pequeño,5 kilos,NA,NA,Novelda (Alicante),Buen estado de salud.,FOTOS DE LA 1 A LA 9 REALIZADAS EL 31-05-11.
adoptamics.org,2018-04-15 21:26:43.514477,563,Witter,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,14-6-2011,Macho,10 años y 10 meses,6/2007,Podenco,Mediano,NA,NA,NA,Alcoy-Concentaina (Alicante),NA,"Witter es miembro de la plantilla de la asociación Asoka El Grande desde hace 3 o 4 años. Llegó desde otra protectora en Valencia, después de que ésta fuera desalojada por graves problemas ajenos a ella que atentaban gravemente contra la integridad de sus perros. Allí ya era miedoso, y no cambió mucho con nosotros."
adoptamics.org,2018-04-15 21:26:43.527944,569,Ron,imas/animales/_569/a_5691308637050.jpg,perdido,NO,NO,Perro,16-6-2011,Macho,7 años y 5 meses,10/2010,Pomerania,Pequeño,NA,NA,NA,Petrer (Alicante),NA,"El jueves 16/6/11 por la tarde sobre las 20:00 al entrar el coche en el garaje de la calle Ibiza nº6 de la Loma Badá, Petrer, Alicante, Ron estaba en el jardín y se escapó."
adoptamics.org,2018-04-15 21:26:43.542369,582,Optimus Prime,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,5-7-2011,Macho,7 años y 3 meses,1/2011,Cruce de boxer,Grande,20 kilos,no,NA,Novelda (Alicante),Encontrado en la zona del Montagut de Novelda.,FOTOS DE LA 2 A LA 7 REALIZADAS EL 04-07-11.
adoptamics.org,2018-04-15 21:26:43.555246,596,Annie,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,perdido,NO,NO,Gato,15-7-2011,Hembra,9 años y 9 meses,6/2008,Común europea,Mediano,"2,5 kilos",NA,NA,Elda (Alicante),Buen estado de salud. No esterilizada.,"Esta gata llamada Annie se perdió en la zona de la Gran Avenida de Elda, cerca del comercio Telepizza. Sus dueños creen que saltó desde el balcón de un primer piso y se marchó ya que existe la posibilidad de que esté en celo."
alicanteadopta.org,2018-04-15 21:26:43.576898,2756,CACAHUÉ,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,recuperado,NO,NO,Gato,3-9-2014,Macho,6 años y 10 meses,6/2011,Común,Mediano,NA,NA,NA,Novelda (Alicante),NA,"Cacahué se ha perdido hace unas horas por Novelda, a la altura del Más y Más."
alicanteadopta.org,2018-04-15 21:26:43.588490,2765,Gato encontrado en San Juan,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,encontrado,NO,NO,Gato,3-9-2014,Macho,5 años y 11 meses,5/2012,Común,Grande,NA,NA,Casa de acogida,San Juan (Alicante),NA,El 3 de Septiembre de 2014 una familia encontró a este gato gris atigrado en la c/ Jaime I de San Juan.
alicanteadopta.org,2018-04-15 21:26:43.598441,2779,BLAKO,imas/animales/_2779/a_27791409951914.jpg,recuperado,NO,NO,Perro,4-9-2014,Macho,4 años y 5 meses,10/2013,Pitbull,Mediano,NA,NA,NA,Moralet (Alicante),NA,Blako ha desaparecido en el Moralet. No se sabe si han podido robarlo.
alicanteadopta.org,2018-04-15 21:26:43.608469,2780,CANELO,imas/animales/_2780/a_27801409952192.jpg,recuperado,NO,NO,Perro,5-9-2014,Hembra,3 años y 11 meses,4/2014,Mestizo,Pequeño,NA,NA,NA,Elche (Alicante),NA,Canelo fue adoptado ayer y perdido al día siguiente en Gran Alacant.
alicanteadopta.org,2018-04-15 21:26:43.618512,2786,ROCKY,imas/animales/_2786/a_27861410121957.jpg,recuperado,SI,NO,Perro,5-9-2014,Macho,6 años y 2 meses,2/2012,"Mestizo tipo pomerania, pequinés",Pequeño,NA,941000012809657,NA,Alicante (Alicante),NA,"Éste es Rocky, un perrito encontrado en la Rambla de Alicante, pleno centro de la ciudad."
saraprotectora.org,2018-04-15 21:26:43.636068,5107,Venecia,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,6-2-2017,Hembra,1 año y 7 meses,9/2016,Europeo Común Atigrado Natura,Mediano,NA,NA,NA,Arrecife (Lanzarote),NA,*Venecia*.
saraprotectora.org,2018-04-15 21:26:43.646178,5127,Nera,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,7-2-2017,Hembra,7 años y 2 meses,1/2011,Stafford,Mediano,NA,NA,NA,Arrecife (Lanzarote),NA,*Nera*.
saraprotectora.org,2018-04-15 21:26:43.656436,5148,Ion,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,22-2-2017,Macho,3 años y 1 mes,2/2015,Europeo Común Blanco/Negro,Mediano,NA,NA,NA,Arrecife (Lanzarote),NA,*Ion*.
saraprotectora.org,2018-04-15 21:26:43.666831,5157,Maya,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,2-3-2017,Hembra,1 año y 11 meses,5/2016,Podenco,Grande,NA,NA,NA,Arrecife (Lanzarote),NA,*Maya*.
saraprotectora.org,2018-04-15 21:26:43.677072,5194,Orión,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,14-3-2017,Macho,2 años y 11 meses,4/2015,Europeo Común Atigrado Gris,Mediano,NA,NA,NA,Mozaga (Lanzarote),NA,*Orión*.
asokaelgrande.org,2018-04-15 21:26:43.784160,4034,Dama,imas/animales/_4034/a_40341352239482.jpg,perdido,NO,NO,perros,4-11-2012,Hembra,NA,NA,Mestiza,Pequeño,NA,NA,NA,Collado en San Vicente del Raspeig,NA,Contacto; Marina 625 720 542
asokaelgrande.org,2018-04-15 21:26:43.795286,4030,Encontrada en la cementera de San Vicente,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,encontrado,SI,NO,Gato,5-11-2012,Hembra,6 años,4/2012,común,Mediano,NA,NA,NA,San Vicente del Raspeig (Alicante),NA,"Esta gatita ha aparecido en Cemex, la fábrica de cemento de San Vicente. Es muy muy cariñosa y se acerca a todo el mundo por lo que da la sensación de que es casera y se ha perdido."
asokaelgrande.org,2018-04-15 21:26:43.806606,4049,Luna,imas/animales/_4049/a_40491352472676.jpg,recuperado,NO,NO,perros,8-11-2012,Hembra,15 años y 5 meses,11/2002,Caniche,Pequeño,NA,NA,NA,Haygon,NA,"629502216, Alexandra."
asokaelgrande.org,2018-04-15 21:26:43.817294,4050,Perdido en Fernando Madroñal,imas/animales/_4050/a_40501352594988.jpg,recuperado,NO,NO,Gato,10-11-2012,Macho,7 años y 5 meses,11/2010,común,Mediano,NA,NA,NA,Alicante,NA,"He perdido a mi gato esta mañana, 10.11.12 sobre las 12.00 del mediodía en la calle Fernando Madroñal de Alicante, 03007 Babel,"
asokaelgrande.org,2018-04-15 21:26:43.834905,4064,Lay,imas/animales/_4064/a_40641352756428.jpg,recuperado,NO,NO,perros,11-11-2012,Macho,6 años y 2 meses,2/2012,bichón maltés,Pequeño,NA,NA,NA,"avenida portugal 209, Santa Pola",NA,Teléfono de contacto MARA 646.961143
protectoraosbiosbardos.org,2018-04-15 21:26:43.863844,1486,Biran,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Perro,10-5-2017,Macho,11 meses y 5 días,5/2017,NA,Mediano,"7,8kg",981020017424573,Casa de acogida,Ponteareas (Pontevedra),NA,"BIRAN, CUBA, HABANA E TIAGO, cachorriñ@s de 2 mesiños en adopción!"
protectoraosbiosbardos.org,2018-04-15 21:26:43.879986,1462,Calexo,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Perro,16-5-2017,Macho,5 años y 5 meses,11/2012,NA,Mediano,"22,25kg",981098106563232,Refugio,Ponteareas (Pontevedra),NA,CALEXO en adopción!
protectoraosbiosbardos.org,2018-04-15 21:26:43.895105,1468,MINA,imas/animales/_1468/a_14681495911159.jpg,en adopción,NO,NO,Gato,23-5-2017,Hembra,3 años y 5 meses,10/2014,NA,Pequeño,NA,NA,en la calle,Ponteareas (Pontevedra),NA,NA
protectoraosbiosbardos.org,2018-04-15 21:26:43.908895,1550,Canti,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Perro,27-5-2017,Hembra,1 año y 1 mes,2/2017,NA,Mediano,17kg,NA,Casa de acogida,Ponteareas (Pontevedra),NA,NA
protectoraosbiosbardos.org,2018-04-15 21:26:43.922356,1488,Dorothy,imas/animales/_1488/a_14881496960539.jpg,en adopción,NO,NO,Perro,7-6-2017,Hembra,2 años y 6 meses,9/2015,NA,Mediano,NA,NA,en la calle,Ponteareas (Pontevedra),NA,NA
saraprotectora.org,2018-04-15 21:26:44.057631,5037,Gatito Palma 1,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,30-12-2016,Macho,1 año y 6 meses,10/2016,Europeo Común Negro,Mediano,NA,NA,NA,Playa Blanca (Lanzarote),NA,*Gatito Palma 1*.
saraprotectora.org,2018-04-15 21:26:44.068617,5097,Gino,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,14-1-2017,Macho,1 año y 7 meses,9/2016,Europeo Común Blanco/Negro,Mediano,NA,NA,NA,(Lanzarote),NA,*Gino*.
saraprotectora.org,2018-04-15 21:26:44.079323,5092,Dana,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,23-1-2017,Hembra,3 años y 1 mes,3/2015,Mix Sttaford,Mediano,NA,NA,NA,Gran Canaria (Lanzarote),NA,*Dana*.
saraprotectora.org,2018-04-15 21:26:44.089823,5098,Viernes,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,24-1-2017,Macho,7 años y 6 meses,10/2010,Europeo Común Negro,Mediano,NA,NA,NA,(Lanzarote),NA,*Viernes*.
saraprotectora.org,2018-04-15 21:26:44.100565,5094,Pandora,http://saraprotectora.org/_mibambu/_sara/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2017,Hembra,3 años y 2 meses,2/2015,Mix Podenco,Mediano,NA,NA,NA,(Lanzarote),NA,*Pandora*.
alicanteadopta.org,2018-04-15 21:26:44.118117,2734,LLUNA,imas/animales/_2734/a_27341409400369.jpg,perdido,NO,NO,Perro,27-8-2014,Hembra,12 años y 10 meses,6/2005,Cruce de pointer,Mediano,NA,Sí,NA,"Las Bayas, Elche (Alicante)",NA,"Lluna es una mestiza mediana tipo pointer que se ha escapado en su casa, en el campo, zona de Las Bayas, Elche."
alicanteadopta.org,2018-04-15 21:26:44.128354,2748,CRISPIN,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,28-8-2014,Macho,7 años y 6 meses,10/2010,Mestizo,Pequeño,NA,NA,NA,Alicante (Alicante),NA,"Este es Crispin, un perrito que apareció en la avenida de Orihuela."
alicanteadopta.org,2018-04-15 21:26:44.138582,2357,LUNA,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,1-9-2014,Hembra,4 años y 5 meses,10/2013,Cruce de pitbull o sttanford,Mediano,NA,Sí,NA,Muchamiel (Alicante),NA,Luna se ha vuelto a escapar de su casa en Mutxamiel-Tossal Redó (San Vicente del Raspeig).
alicanteadopta.org,2018-04-15 21:26:44.149308,2757,Cachorro de bodeguero encontrado,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,encontrado,NO,NO,Perro,2-9-2014,Macho,3 años y 11 meses,4/2014,Bodeguero,Pequeño,NA,NA,Casa de acogida,Alicante (Alicante),Salud,Perrito joven de raza bodeguero.
alicanteadopta.org,2018-04-15 21:26:44.159516,2762,CHANEL,http://alicanteadopta.org/_mibambu/_alicanteadopta/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,2-9-2014,Hembra,6 años y 11 meses,5/2011,Boxer,Mediano,NA,Sí,NA,Elche (Alicante),NA,Chanel desapareció el 2 de septiembre por la zona ITV de Elche.
adoptamics.org,2018-04-15 21:26:44.179842,491,Beagle,imas/animales/_491/a_4911303906910.jpg,perdido,NO,NO,Perro,18-4-2011,Macho,9 años y 5 meses,10/2008,Beagle,Mediano,NA,NA,NA,Petrer (Alicante),Buen estado de salud.,Este perro de raza Beagle se perdió el lunes día 18 de abril de 2011 en Petrer (Alicante).
adoptamics.org,2018-04-15 21:26:44.191473,492,Rex,imas/animales/_492/a_4921303907724.jpg,perdido,NO,NO,Perro,25-4-2011,Macho,7 años y 7 meses,8/2010,Pastor Alemán,Grande,NA,NA,NA,Úbeda (Jaén),NA,Este perro de raza Pastor Alemán se ha perdido en el área de Úbeda (Jaén). Se perdió el día 25 de abril y llevaba consigo un abrigo canino.
adoptamics.org,2018-04-15 21:26:44.202743,499,Kamila,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,5-5-2011,Hembra,8 años y 11 meses,5/2009,Yorkshire,Pequeño,"4,5 kilos",NA,NA,Novelda (Alicante),Buen estado de salud. Desparasitada.,KAMILA SE HA PERDIDO EN PETRER POR LA ZONA DEL CAMINO VIEJO DE ELDA POR LA PLAZA PACO LÓPEZ PINA. Reclamaciones al 644 024 101.
adoptamics.org,2018-04-15 21:26:44.213633,512,Tuti,imas/animales/_512/a_5121304961495.jpg,perdido,NO,NO,Perro,7-5-2011,Macho,7 años y 10 meses,6/2010,NA,Pequeño,NA,NA,NA,Novelda (Alicante),Buen estado de salud.,"Perdido a la altura de la fábrica de Manchamar, en el paraje de la Horna Baja. No lleva chip y responde al nombre de Tuti, es de tamaño pequeño y tiene casi un año de edad. Se perdió el sábado por la noche, es macho."
adoptamics.org,2018-04-15 21:26:44.224685,526,Onix,http://adoptamics.org/_mibambu/_adoptamics/imas/flecha_anterior.jpg,perdido,NO,NO,Gato,15-5-2011,Hembra,7 años y 7 meses,8/2010,Común europeo (negro),Mediano,NA,NA,NA,Monforte del Cid (Alicante),Buen estado de salud.,Esta gata de color negro con una manchita blanca en el pecho llamada Onix tiene casi 9 meses edad y fue recogida de la calle con dos semanas de vida.
adamprotectora.org,2018-04-15 21:26:44.241623,744,BONES,http://adamprotectora.org/_mibambu/_adam/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,9-10-2014,Hembra,4 años y 6 meses,10/2013,Galgo,Grande,NA,Si,NA,Badalona (Barcelona),NA,GALGA PERDIDA EN BADALONA
adamprotectora.org,2018-04-15 21:26:44.251895,746,Kala,http://adamprotectora.org/_mibambu/_adam/imas/flecha_anterior.jpg,recuperado,NO,NO,Gato,13-10-2014,Macho,3 años y 8 meses,8/2014,NA,Pequeño,NA,NA,NA,El Masnou (Barcelona),NA,KALA PERDIDO EN MASNOU
adamprotectora.org,2018-04-15 21:26:44.261814,748,Farruca,imas/animales/_748/a_7481413376616.jpg,perdido,NO,NO,Gato,15-10-2014,Hembra,4 años y 2 meses,2/2014,NA,Pequeño,NA,NA,NA,El Masnou (Barcelona),NA,PERDIDA GATITA EN MASNOU
adamprotectora.org,2018-04-15 21:26:44.271989,749,Bobo,imas/animales/_749/a_7491413474021.jpg,perdido,NO,NO,Perro,16-10-2014,Macho,8 años y 5 meses,10/2009,X Pastor Alemán,Grande,NA,Si,NA,Vallromanes (Barcelona),NA,CRUCE PASTOR ALEMÁN PERDIDO EN VALLROMANES
adamprotectora.org,2018-04-15 21:26:44.281967,752,Skun,imas/animales/_752/a_7521414142446.jpg,perdido,NO,NO,Perro,24-10-2014,Macho,4 años y 5 meses,10/2013,X Boxer-Dogo,Grande,NA,No,NA,La Llagosta (Barcelona),NA,PERDIDO EN LA LLAGOSTA
protectoraosbiosbardos.org,2018-04-15 21:26:44.387274,1451,fascia,imas/animales/_1451/a_14511494691147.jpg,en adopción,NO,NO,Gato,3-5-2017,Hembra,3 años y 10 meses,5/2014,NA,Pequeño,NA,NA,Casa de acogida,Ponteareas (Pontevedra),NA,NA
protectoraosbiosbardos.org,2018-04-15 21:26:44.397943,1448,Cody,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Gato,8-5-2017,Hembra,2 años y 5 meses,10/2015,NA,Mediano,NA,NA,en la calle,Ponteareas (Pontevedra),NA,NA
protectoraosbiosbardos.org,2018-04-15 21:26:44.410184,1446,Norberto,imas/animales/_1446/a_14461494363981.jpg,en adopción,NO,NO,Perro,9-5-2017,Macho,4 años,3/2014,NA,Mediano,28Kg,NA,Casa de acogida,Ponteareas (Pontevedra),NA,Nori é un can alegre e obediente aínda que as veces despistase con algun rastro pero sempre volta ao seu punto de partida ou da unha volta. É amigable con persoas e cans. Encantalle pasear e non tira coa correa.
protectoraosbiosbardos.org,2018-04-15 21:26:44.422034,1449,Bela,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Perro,9-5-2017,Hembra,3 años y 7 meses,8/2014,NA,Pequeño,"12,2kg",NA,Casa de acogida,Ponteareas (Pontevedra),NA,"Deronnos aviso desta cadeliña abandonada, conseguimos collela e xusto pariu esta noite, precisa un fogar de acollida para ela e a súa prole!"
protectoraosbiosbardos.org,2018-04-15 21:26:44.433441,1455,MATON,http://protectoraosbiosbardos.org/_mibambu/_ponteareas/imas/flecha_anterior.png,en adopción,NO,NO,Gato,9-5-2017,Macho,3 años y 8 meses,7/2014,NA,Pequeño,NA,NA,en la calle,Ponteareas (Pontevedra),NA,NA
asokaelgrande.org,2018-04-15 21:26:44.453919,3995,León,imas/animales/_3995/a_39951351411289.jpg,recuperado,NO,NO,perros,28-10-2012,Macho,5 años y 5 meses,10/2012,Cruce de Pomerania,Mediano,NA,NA,NA,"San Gabriel, Alicante",Tiene una oreja caída y una herida detrás de la oreja que se ha hecho de rascarse.,Teléfono de contacto 651351562.
asokaelgrande.org,2018-04-15 21:26:44.465438,4018,Zacarías,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,28-10-2012,Macho,6 años y 3 meses,12/2011,Cruce de Pastor Alemán,Grande,NA,NA,NA,Alicante,Desparasitado,NA
asokaelgrande.org,2018-04-15 21:26:44.500892,4051,Perdido en la Albufereta,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,SI,NO,Gato,31-10-2012,Macho,6 años y 5 meses,11/2011,común,Mediano,NA,NA,NA,La Albufereta (Alicante),NA,He perdido a mi gato el 31 de octubre entre la playa de la Albufera y el centro comercial Venecia en Alicante. Avenida Costa Blanca
asokaelgrande.org,2018-04-15 21:26:44.513292,4010,Nela,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,1-11-2012,Hembra,5 años y 5 meses,11/2012,Cruce de Mastín,Grande,NA,NA,NA,Agost,Pesa entre 50 y 60 kg.,Contactar con Sergio en el 655.67.44.14
asokaelgrande.org,2018-04-15 21:26:44.525183,4035,Nica,imas/animales/_4035/a_40351352240503.jpg,recuperado,NO,NO,perros,2-11-2012,Hembra,5 años y 5 meses,11/2012,Chihuahua,Pequeño,NA,NA,NA,"Club de Campo, Mutxamel",NA,"Se busca Chihuahua blanco, hembra Responde al nombre de Nica. Perdida el día 02/11/2012 zona club de campo, Mutxamel. Teléfonos de contacto: 629634323, 696033848. Se gratificara."
adamprotectora.org,2018-04-15 21:26:44.633051,732,gata encontrada,imas/animales/_732/a_7321411065880.jpg,recuperado,NO,NO,Gato,18-9-2014,Hembra,11 años y 7 meses,9/2006,NA,Mediano,NA,NA,NA,El Masnou (Barcelona),NA,"Publicamos este anuncio para encontrar a sus dueños, o como dice el cartel alguien que la pueda acoger o adoptar."
adamprotectora.org,2018-04-15 21:26:44.643644,740,Recollida a Masnou,imas/animales/_740/a_7401412264981.jpg,recuperado,NO,NO,Gato,29-9-2014,Hembra,3 años y 6 meses,10/2014,NA,Grande,NA,NA,NA,El Masnou (Barcelona),NA,"Esta gatita fué recogida herida a la altura del núm. 55 de la calle Puertorrico de Masnou, quizás caida desde algún balcón, con xip que no encontramos dado de alta."
adamprotectora.org,2018-04-15 21:26:44.653847,737,Freya,imas/animales/_737/a_7371412165135.jpg,perdido,NO,NO,Perro,1-10-2014,Hembra,3 años y 6 meses,10/2014,x Pastor,Mediano,NA,NA,NA,Olot (Girona),NA,PERDIDA EN OLOT
adamprotectora.org,2018-04-15 21:26:44.663932,741,NA,imas/animales/_741/a_7411412616281.jpg,perdido,NO,NO,Gato,6-10-2014,Hembra,NA,NA,persa con capa gris (smoke),Grande,NA,NA,NA,El Masnou (Barcelona),NA,"Desde el día 30 de septiembre están buscando a esta gatita, perdida supuestamente entre las calles Navarra, Miquel Biada y Mongat de Masnou."
